Position,Team,Points,Played,Wins,Draws,Losses,GoalsFor,GoalsAgainst,GoalDifference,League,Year,Predicted_Points
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,30.52666666666667
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,29.94
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,29.95975
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,30.84
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,29.35
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,25.59357142857143
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,25.46
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,26.8675
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,24.33
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,23.58
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,23.3
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,15.27
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,79.08
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,74.12
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,66.85
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,67.08
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,51.08
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,51.7
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,47.38
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,47.88
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,40.41
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,41.76
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,39.17
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,39.8
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,35.663333333333334
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,31.38
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,29.53
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,33.12
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,27.45
Valence,0,48.0,35.0,13.0,9.0,13.0,37.0,39.0,-2.0,laliga,2023,21.11
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,56.01
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,53.9
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,55.6475
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,60.91133333333334
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,46.56716666666667
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,37.69
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,30.52666666666667
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,29.94
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,29.95975
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,30.84
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,29.35
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,25.59357142857143
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,25.46
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,26.8675
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,24.33
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,23.58
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,23.3
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,15.27
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,79.08
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,74.12
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,66.85
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,67.08
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,51.08
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,51.7
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,47.38
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,47.88
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,40.41
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,41.76
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,39.17
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,39.8
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,35.663333333333334
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,31.38
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,29.53
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,33.12
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,27.45
Villarreal,0,48.0,35.0,13.0,9.0,13.0,59.0,60.0,-1.0,laliga,2023,21.11
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,56.01
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,53.9
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,55.6475
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,60.91133333333334
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,46.56716666666667
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,37.69
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,30.52666666666667
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,29.94
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,29.95975
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,30.84
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,29.35
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,25.59357142857143
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,25.46
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,26.8675
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,24.33
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,23.58
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,23.3
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,15.27
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,79.08
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,74.12
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,66.85
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,67.08
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,51.08
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,51.7
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,47.38
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,47.88
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,40.41
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,41.76
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,39.17
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,39.8
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,35.663333333333334
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,31.38
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,29.53
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,33.12
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,27.45
Getafe,0,43.0,35.0,10.0,13.0,12.0,41.0,48.0,-7.0,laliga,2023,21.11
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,56.01
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,53.9
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,55.6475
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,60.91133333333334
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,46.56716666666667
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,37.69
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,30.52666666666667
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,29.94
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,29.95975
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,30.84
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,29.35
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,25.59357142857143
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,25.46
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,26.8675
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,24.33
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,23.58
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,23.3
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,15.27
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,79.08
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,74.12
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,66.85
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,67.08
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,51.08
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,51.7
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,47.38
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,47.88
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,40.41
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,41.76
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,39.17
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,39.8
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,35.663333333333334
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,31.38
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,29.53
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,33.12
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,27.45
Alavés,0,42.0,35.0,11.0,9.0,15.0,34.0,40.0,-6.0,laliga,2023,21.11
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,56.01
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,53.9
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,55.6475
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,60.91133333333334
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,46.56716666666667
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,37.69
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,30.52666666666667
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,29.94
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,29.95975
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,30.84
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,29.35
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,25.59357142857143
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,25.46
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,26.8675
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,24.33
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,23.58
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,23.3
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,15.27
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,79.08
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,74.12
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,66.85
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,67.08
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,51.08
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,51.7
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,47.38
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,47.88
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,40.41
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,41.76
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,39.17
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,39.8
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,35.663333333333334
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,31.38
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,29.53
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,33.12
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,27.45
Séville,0,41.0,35.0,10.0,11.0,14.0,47.0,49.0,-2.0,laliga,2023,21.11
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,56.01
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,53.9
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,55.6475
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,60.91133333333334
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,46.56716666666667
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,37.69
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,30.52666666666667
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,29.94
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,29.95975
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,30.84
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,29.35
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,25.59357142857143
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,25.46
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,26.8675
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,24.33
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,23.58
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,23.3
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,15.27
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,79.08
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,74.12
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,66.85
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,67.08
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,51.08
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,51.7
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,47.38
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,47.88
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,40.41
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,41.76
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,39.17
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,39.8
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,35.663333333333334
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,31.38
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,29.53
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,33.12
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,27.45
Osasuna,0,40.0,35.0,11.0,7.0,17.0,39.0,53.0,-14.0,laliga,2023,21.11
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,56.01
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,53.9
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,55.6475
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,60.91133333333334
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,46.56716666666667
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,37.69
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,30.52666666666667
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,29.94
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,29.95975
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,30.84
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,29.35
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,25.59357142857143
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,25.46
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,26.8675
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,24.33
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,23.58
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,23.3
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,15.27
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,79.08
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,74.12
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,66.85
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,67.08
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,51.08
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,51.7
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,47.38
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,47.88
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,40.41
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,41.76
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,39.17
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,39.8
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,35.663333333333334
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,31.38
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,29.53
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,33.12
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,27.45
Las Palmas,0,37.0,35.0,10.0,7.0,18.0,30.0,44.0,-14.0,laliga,2023,21.11
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,56.01
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,53.9
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,55.6475
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,60.91133333333334
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,46.56716666666667
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,37.69
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,30.52666666666667
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,29.94
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,29.95975
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,30.84
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,29.35
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,25.59357142857143
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,25.46
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,26.8675
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,24.33
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,23.58
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,23.3
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,15.27
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,79.08
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,74.12
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,66.85
Majorque,0,35.0,35.0,7.0,14.0,14.0,28.0,40.0,-12.0,laliga,2023,67.08
